City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
400,Olafsvik,IS,47.82,scattered clouds,64.89,-23.71,Hotel Olafsvik
401,Waddan,LY,74.93,clear sky,29.16,16.14,محل الشريف محمد العايب
402,Salamiyah,SY,66.18,clear sky,35.01,37.05,Gondolas Forum grandchildren and grandparents
403,Portland,US,73.4,smoke,45.52,-122.68,Portland Marriott City Center
404,Limbang,MY,78.8,light rain,4.75,115.0,Purnama Hotel
405,Santa Maria,BR,51.8,scattered clouds,-29.68,-53.81,Hotel Morotin
406,Namatanai,PG,84.02,light rain,-3.67,152.43,Namatanai Hotel
408,Horsham,GB,62.01,clear sky,51.06,-0.33,Springfields Hotel
410,Mehamn,NO,46.22,light rain,71.04,27.85,Mehamn Arctic Hotel AS
411,Sola,VU,86.0,broken clouds,-13.88,167.55,Leumerus Bungalows
412,Saryozek,KZ,59.72,light rain,44.36,77.98,Gostinitsa
413,Darnah,LY,74.32,clear sky,32.77,22.64,زاوية الرفاعي
414,Miri,MY,77.0,light rain,4.41,114.01,"Mega Hotel, Miri"
416,Kon Tum,VN,73.53,overcast clouds,14.35,108.0,Hoa đà spa- homestay
418,Boromo,BF,76.32,overcast clouds,11.75,-2.93,Sama Camp
419,Kulunda,RU,55.63,few clouds,52.57,78.94,Kulunda 24
420,Itarema,BR,77.67,overcast clouds,-2.92,-39.92,Windvillage
421,Lang Son,VN,80.11,overcast clouds,21.83,106.73,Khai Nga Hotel
423,Nome,US,51.01,moderate rain,64.5,-165.41,Dredge 7 Inn
425,Minab,IR,77.0,clear sky,27.15,57.08,فروشگاه موبایل ترکمانی
426,Santa Isabel Do Rio Negro,BR,73.02,overcast clouds,-0.41,-65.02,Hotel GSA
427,Chitungwiza,ZW,58.48,clear sky,-18.01,31.08,Damview Hotel
428,Gariaband,IN,76.35,scattered clouds,20.64,82.06,HOTEL CITY REGENCY
429,Cidreira,BR,52.2,overcast clouds,-30.18,-50.21,Hotel Castelo
430,Corralillo,CU,79.68,heavy intensity rain,22.98,-80.59,Hostal De Pedri
431,Kati,ML,78.8,few clouds,12.74,-8.07,AUBERGE DIATIGUIYA
432,Turgenevo,RU,46.2,clear sky,54.85,46.33,Gostinitsa Ip Glushkova
433,Umm Lajj,SA,87.78,clear sky,25.02,37.27,Moon light Furnished Units
434,Paragominas,BR,77.85,broken clouds,-2.97,-47.48,HOTEL RODA VIVA
435,Sambava,MG,67.73,clear sky,-14.27,50.17,Melrose
436,Quatre Cocos,MU,68.0,broken clouds,-20.21,57.76,Emeraude Beach Attitude Hotel
437,Veszprem,HU,70.0,clear sky,47.09,17.91,Betekints Wellness és Konferencia Hotel
438,Shingu,JP,75.2,broken clouds,33.73,135.98,Shingu UI Hotel
439,Denpasar,ID,82.4,few clouds,-8.65,115.22,ASTON Denpasar Hotel & Convention Center
440,Werneck,DE,57.99,broken clouds,49.98,10.1,Hotel Krone-Post
441,Saint-Francois,FR,66.2,clear sky,46.42,3.91,Manoir Du Bonheur
442,Constitucion,CL,53.56,clear sky,-35.33,-72.42,Hotel Boutique Las Azucenas
443,Bagdarin,RU,46.11,clear sky,54.43,113.6,Gostevoy Dom Terem
444,Saint-Pierre,RE,60.8,few clouds,-21.34,55.48,Lindsey Hôtel
445,Bonavista,CA,60.01,broken clouds,48.65,-53.11,Abbott's Bed & Breakfast
446,Mackenzie,CA,50.0,clear sky,55.3,-123.17,Hilton Shop
448,Malakal,SS,70.54,scattered clouds,9.53,31.66,Nile Palace Hotel
449,Korla,CN,60.01,overcast clouds,41.76,86.15,Gulisitan Hotel
450,Pau Brasil,BR,65.46,clear sky,-15.46,-39.65,Tina Hotel
451,Otane,NZ,57.99,clear sky,-39.88,176.63,Ludlow Farmstay
453,Muhos,FI,48.2,clear sky,64.81,25.99,Montta - active camping / campsite Montan
455,San Ramon,US,84.0,haze,37.78,-121.98,San Ramon Marriott
456,Vanimo,PG,86.81,light rain,-2.67,141.3,Vahmoneh Lodge Vanimo
457,Broome,US,52.0,clear sky,42.25,-75.83,Chenango Valley State Park
458,Veraval,IN,81.03,broken clouds,20.9,70.37,Lords Inn Somnath
459,Victoria,HK,84.0,moderate rain,22.29,114.16,Mini Hotel Central
460,Maoming,CN,81.39,overcast clouds,21.65,110.9,Jinhui Hotel
461,Lanzhou,CN,48.2,few clouds,36.06,103.79,Lanzhou Amdo Xiangbala Hotel
462,Ryotsu,JP,75.2,broken clouds,38.08,138.43,Sadokamoko Onsen Kohanno Yado Yoshidaya
464,Barra,BR,76.82,broken clouds,-11.09,-43.14,Pousada Bahia
465,Bucerias,MX,87.01,overcast clouds,20.75,-105.33,Villa del Palmar Flamingos Beach Resort & Spa Riviera Nayarit
466,Sao Joao Da Barra,BR,72.59,clear sky,-21.64,-41.05,Pousada Porto De Canoas
467,Demirci,TR,65.62,scattered clouds,39.05,28.66,Bilgin kız öğrenci evi
468,Ushtobe,KZ,69.04,overcast clouds,45.25,77.98,"Gostinitsa ""Diyar"""
470,Adra,ES,77.0,clear sky,36.75,-3.02,Camping Adra
471,Boguchany,RU,49.41,clear sky,58.38,97.45,Uyut
473,Shenjiamen,CN,72.91,moderate rain,29.96,122.3,Jinjiang Inn Zhoushan Putuo Shenjiamen
474,Bathsheba,BB,82.4,scattered clouds,13.22,-59.52,Atlantis Hotel
475,Flinders,AU,70.0,scattered clouds,-34.58,150.86,Shellharbour Resort & Conference Centre
476,Grimstad,NO,55.99,overcast clouds,58.34,8.59,Scandic Grimstad
478,Sampit,ID,81.77,few clouds,-2.53,112.95,Aquarius Boutique Hotel Sampit
480,Miles City,US,84.2,clear sky,46.41,-105.84,FairBridge Inn & Suites Miles City
481,Roswell,US,80.6,scattered clouds,34.02,-84.36,La Quinta Inn & Suites by Wyndham Atlanta Roswell
482,Kita,ML,74.44,clear sky,13.03,-9.49,Hôtel Nelson Mandela
483,Carballo,ES,66.2,few clouds,43.21,-8.69,Pazo do Souto
484,Pemangkat,ID,78.53,overcast clouds,1.17,108.97,Kost H.Syamsuddin
486,Xai-Xai,MZ,68.11,clear sky,-25.05,33.64,Platinum Hotel
488,Abadan,IR,82.4,clear sky,30.34,48.3,Amir Kabir Hotel
489,Biltine,TD,80.1,clear sky,14.53,20.92,Hôtel Trois Étoiles de Biltine
491,Natalio,PY,60.46,overcast clouds,-26.72,-55.08,Casa familia Sánchez
492,Kattivakkam,IN,78.8,moderate rain,13.22,80.32,St. Joseph Thirumana mandapam
494,Hamilton,US,70.0,clear sky,39.18,-84.53,Six Acres Bed & Breakfast
495,Nichinan,JP,77.0,light rain,31.6,131.37,Guest House Aki
496,Lagoa,PT,66.07,clear sky,39.05,-27.98,Casa Das Faias
497,Dudinka,RU,50.0,overcast clouds,69.41,86.18,Hotel Viktoria
498,Tarakan,ID,78.85,moderate rain,3.3,117.63,Hotel D' CaLia Tarakan
499,Thohoyandou,ZA,66.87,clear sky,-22.95,30.48,Masili Guesthouse & Conference
500,Kaputa,ZM,71.11,clear sky,-8.47,29.66,Chelelwa Charlets
503,Bubaque,GW,80.64,light rain,11.28,-15.83,Casa Dora
504,Abilene,US,77.0,clear sky,32.45,-99.73,La Quinta Inn by Wyndham Abilene
506,Dengzhou,CN,73.56,light rain,37.81,120.75,Greentree Inn Penglai Free Harbor Business Hotel
507,Viedma,AR,59.0,clear sky,-40.81,-63.0,Hotel Cristal
508,Buala,SB,83.8,moderate rain,-8.14,159.59,Maringe Lagoon Lodge
510,Stornoway,GB,57.2,overcast clouds,58.21,-6.39,Caladh Inn
511,Linjiang,CN,68.88,clear sky,41.81,126.91,Mingmen Business Hotel
512,Moranbah,AU,77.97,clear sky,-22.0,148.05,Direct Hotels - Monterey Moranbah
513,Oskarshamn,SE,60.01,clear sky,57.26,16.45,Best Western Hotel Corallen
514,Duncan,US,75.2,clear sky,34.5,-97.96,Days Inn by Wyndham Duncan
515,Port Hardy,CA,60.8,smoke,50.7,-127.42,Airport Inn
518,Westport,US,66.2,clear sky,41.14,-73.36,The Westport Inn
519,Smithers,CA,57.2,overcast clouds,54.78,-127.17,Prestige Hudson Bay Lodge
521,Nantucket,US,60.8,clear sky,41.28,-70.1,Jared Coffin House
522,Ankara,TR,69.8,clear sky,39.92,32.85,Sheraton Ankara Hotel & Convention Center
523,Akyab,MM,82.69,light rain,20.15,92.9,Hotel Memory
524,Waynesboro,US,66.2,clear sky,38.07,-78.89,Holiday Inn Express & Suites Waynesboro-Route 340
525,Russell,US,84.2,clear sky,32.35,-85.2,Macs
526,Moanda,GA,70.47,overcast clouds,-1.56,13.22,Motel Hippo +
527,Huangmei,CN,67.91,moderate rain,30.19,116.03,Tianxiachan Hotel
528,Dauphin,CA,55.4,overcast clouds,51.15,-100.05,Canway Inn & Suites
529,Zhezkazgan,KZ,58.57,overcast clouds,47.8,67.71,Ul. Ranova 15-1 Kvartiry Posutochno.
530,Rio Grande,BR,51.01,overcast clouds,-32.03,-52.1,Hotel Atlântico Rio Grande
532,Teguise,ES,73.4,overcast clouds,29.06,-13.56,B&B La Casona de Nazaret
533,Palmeirais,BR,79.16,clear sky,-5.98,-43.06,Pousada LS
534,Solnechnyy,RU,66.07,overcast clouds,50.72,136.63,Hotel complex Pastoral
535,Vardo,NO,47.55,overcast clouds,70.37,31.11,Vardø Hotel AS
536,Purpe,RU,48.0,overcast clouds,64.48,76.69,Gostinitsa Severnoye Siyaniye
538,Dunedin,NZ,46.99,overcast clouds,-45.87,170.5,Scenic Hotel Southern Cross
539,Montorio Al Vomano,IT,66.99,broken clouds,42.58,13.64,Hotel Vomano
540,Texistepec,MX,86.0,scattered clouds,17.88,-94.78,AMPLIACIÓN MIGUEL ALEMÁN 2
541,Hit,IQ,86.54,clear sky,33.64,42.83,Aboody Alhachem
542,Puerto Penasco,MX,89.01,clear sky,31.32,-113.53,Playa Bonita Resort
543,Lewiston,US,53.6,clear sky,44.1,-70.21,Hilton Garden Inn Auburn Riverwatch
544,Yulara,AU,71.6,clear sky,-25.24,130.99,Desert Gardens Hotel - Ayers Rock Resort
545,Mikhaylovka,RU,56.64,overcast clouds,50.06,43.24,5 Komnat
546,Mogok,MM,68.05,overcast clouds,22.92,96.5,MOGOK HILL HOTEL
547,Camabatela,AO,62.96,broken clouds,-8.19,15.38,Pensão E Restaurantes
548,Spolaita,GR,75.2,clear sky,38.7,21.35,Γεφυρα Αχελώου Ματσουκι
549,Abnub,EG,77.0,clear sky,27.27,31.15,مسجد الخطبة
551,Laguna,US,88.0,haze,38.42,-121.42,Holiday Inn Express & Suites Elk Grove Central - Hwy 99
552,Rosetta,EG,77.0,clear sky,31.4,30.42,Green Valley
553,Soyo,AO,73.83,clear sky,-6.13,12.37,Hotel Mpampa
554,College,US,53.6,light rain,64.86,-147.8,Pike's Waterfront Lodge
555,Bandarbeyla,SO,79.32,clear sky,9.49,50.81,REER XOOSHLE GROUP
556,Beyneu,KZ,59.59,clear sky,45.32,55.2,NUR
557,Brownsville,US,80.6,few clouds,25.9,-97.5,Hotel Alameda Express
558,Burnie,AU,55.0,overcast clouds,-41.07,145.92,Beachfront Voyager Motor Inn
559,Yelan,RU,52.9,scattered clouds,50.95,43.74,Gostinitsa Na Sovetskoy
562,Ubinskoye,RU,46.8,clear sky,55.31,79.68,Gostinitsa Siberia
563,Arauco,CL,57.2,clear sky,-37.25,-73.32,Con vista al mar
564,At-Bashi,KG,48.51,overcast clouds,41.17,75.81,Hostel At-Bashy
565,Isangel,VU,75.2,broken clouds,-19.55,169.27,Volcano Sea View Tree House
566,Lundazi,ZM,67.23,clear sky,-12.29,33.18,Country 24 Lodge
567,Champerico,GT,73.4,overcast clouds,14.3,-91.92,"Hotel y restaurante ""El Diamante"""
568,South Bend,US,62.01,clear sky,41.68,-86.25,DoubleTree by Hilton Hotel South Bend
569,Muli,MV,82.33,moderate rain,2.92,73.57,Medhufushi Island Resort
570,Makokou,GA,69.22,overcast clouds,0.57,12.86,WAMY RESIDENCE HOTEL
572,Wuwei,CN,60.01,clear sky,37.93,102.64,Thank Inn Chain Hotel gansu wuwei liangzhou district xiguan middle road
573,Iquique,CL,60.8,overcast clouds,-20.22,-70.14,Backpacker`s Hostel Iquique
574,Alice Springs,AU,75.2,clear sky,-23.7,133.88,Desert Palms Alice Springs
575,Dublin,US,82.99,haze,37.7,-121.94,Larkspur Landing Pleasanton
576,Grand-Santi,GF,74.05,broken clouds,4.25,-54.38,Hotel La Villa Couacou
577,Meru,KE,58.24,clear sky,0.05,37.66,Stemuki Guest House
578,Miramar,US,84.2,clear sky,25.99,-80.23,Stadium Hotel
579,Havelock,US,75.99,broken clouds,34.88,-76.9,Sherwood Motel
580,Ahome,MX,89.6,clear sky,25.92,-109.18,Rancho El Sauce y la Palma
581,Monte Gordo,PT,69.8,clear sky,37.18,-7.45,Alcazar Hotel & Spa
582,Itamaraju,BR,66.29,clear sky,-17.04,-39.53,Hotel Vista Bela
583,Erenhot,CN,60.42,clear sky,43.65,111.98,Erenhot Rurouni Youth Hostel
585,Manakara,MG,67.12,light rain,-22.13,48.02,La Residence Manakara
586,Cerro Largo,BR,53.01,overcast clouds,-28.15,-54.74,Hotel Missões
587,La Ronge,CA,48.2,overcast clouds,55.1,-105.28,Northland Motor Hotel
588,Riyadh,SA,84.2,clear sky,24.69,46.72,InterContinental Riyadh
589,Takoradi,GH,74.82,broken clouds,4.88,-1.76,Raybow International Hotel
590,Jalu,LY,82.9,clear sky,29.03,21.55,Jalu Hotel
591,Lazuri,RO,55.4,clear sky,47.85,22.87,Hotel CORAL Satu Mare
592,Malanje,AO,66.42,clear sky,-9.54,16.34,Malanje Hotel
593,Manokwari,ID,84.04,overcast clouds,-0.87,134.08,Swiss Belhotel Manokwari
594,Virginia Beach,US,73.99,broken clouds,36.85,-75.98,Hilton Virginia Beach Oceanfront
595,Torrevieja,ES,75.99,clear sky,37.98,-0.68,Hotel Fontana Plaza
597,Channel-Port Aux Basques,CA,55.36,broken clouds,47.57,-59.14,St. Christopher's Hotel
598,Parkes,AU,64.78,clear sky,-33.13,148.18,Station Motel
600,Nenagh,IE,61.0,scattered clouds,52.86,-8.2,"Great National Abbey Court Hotel, Lodges & Trinity Leisure Spa"
601,Gagra,GE,73.4,broken clouds,43.33,40.22,Hotel KORSHIKOFF
602,Superior,US,55.99,overcast clouds,46.72,-92.1,Holiday Inn Express & Suites Superior - Duluth Area
604,Villarrica,PY,58.96,overcast clouds,-25.75,-56.43,Mansión Reljuv Tours SA
605,Ixtapa,MX,87.01,overcast clouds,20.7,-105.2,Container Inn Puerto Vallarta
606,Camacha,PT,69.8,few clouds,33.08,-16.33,Hotel Porto Santo & Spa
607,Auki,SB,77.09,light rain,-8.77,160.7,Auki Motel
608,San Jose,US,75.99,smoke,37.34,-121.89,The Westin San Jose
609,Rawson,AR,63.55,overcast clouds,-43.3,-65.1,Hotel Punta León
610,Todos Santos,MX,84.99,broken clouds,23.45,-110.22,Hotel California Todos Santos
611,Lumut,MY,73.4,scattered clouds,4.23,100.63,"Marina Island Pangkor Resort & Hotel (Suites, Function Rooms and Convention Hall)"
612,Alta Floresta,BR,78.03,clear sky,-9.88,-56.09,Floresta Amazonica Hotel
613,Abha,SA,66.2,clear sky,18.22,42.51,Abha Hotel
614,Saint-Georges,GD,80.6,few clouds,12.06,-61.75,Siesta Hotel
615,Haicheng,CN,69.84,clear sky,40.85,122.75,Haicheng Grand Hotel
616,Tynda,RU,57.79,light rain,55.17,124.72,Medis
617,Sarakhs,IR,60.8,clear sky,36.54,61.16,Sarakhs Abrisham Hotel
619,Muzaffargarh,PK,86.0,smoke,30.08,71.19,Aghosh Hotel
620,Vilhena,BR,76.87,clear sky,-12.74,-60.15,Hotel Mirage
621,Moron,AR,57.0,clear sky,-34.65,-58.62,Hotel Morón
622,Oktyabrskiy,RU,46.71,overcast clouds,54.48,53.47,Уязы-Тау гостиница
624,Alyangula,AU,86.0,scattered clouds,-13.85,136.42,Groote Eylandt Lodge
626,Progreso,MX,75.99,broken clouds,21.28,-89.67,Playa Linda Hotel
627,Paraisopolis,BR,75.2,overcast clouds,-22.55,-45.78,PARK HOTEL
629,Nago,JP,84.2,broken clouds,26.59,127.98,Hotel Yugaf Inn Okinawa
631,Kyaikkami,MM,80.47,scattered clouds,16.08,97.57,Happy Family Kyaikkami
633,Talcahuano,CL,57.2,clear sky,-36.72,-73.12,Hotel Terramar
634,Sudogda,RU,45.93,clear sky,55.95,40.86,Барский луг
635,Corrales,US,80.01,clear sky,35.24,-106.61,Hilton Garden Inn Albuquerque North/Rio Rancho
636,Tongliao,CN,65.05,light rain,43.61,122.27,Meirujia Hotel
637,Bahia Blanca,AR,55.2,clear sky,-38.72,-62.27,Hotel Argos
638,Nyurba,RU,52.34,clear sky,63.28,118.33,Gostinitsa Alrosa
639,Harindanga,IN,84.2,haze,22.04,88.32,QARI ARIF BILLAH HOUSE. & THE INTERNATIONAL TAHFIZUL. QURAN MADRASAH MISSAIN
640,San Cristobal,VE,86.0,broken clouds,7.77,-72.22,Pirineos
641,Nesna,NO,45.0,overcast clouds,66.2,13.02,Havblikk Helgeland AS
643,Urusha,RU,53.78,overcast clouds,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
644,Tongren,CN,66.47,moderate rain,27.72,109.19,Fanjing Mountain International Conference Center
645,Muros,ES,66.99,broken clouds,42.78,-9.06,Apartment Av. Castelao
646,Marquette,US,54.0,clear sky,46.53,-87.63,Al Quaal Lodge
647,Bulawayo,ZW,62.64,clear sky,-20.15,28.58,4 On Housman Backpackers
648,Swadlincote,GB,60.01,clear sky,52.77,-1.56,Premier Inn Burton On Trent East hotel
649,Mount Isa,AU,84.2,clear sky,-20.73,139.5,ibis Styles Mt Isa Verona
650,Placerville,US,84.99,clear sky,38.73,-120.8,Historic Cary House Hotel
651,Tselinnoye,RU,48.6,broken clouds,53.08,85.67,Zolotaya Podkova
652,Kapoeta,SS,73.27,clear sky,4.77,33.59,Eastgate Hotel
653,Mahibadhoo,MV,82.33,overcast clouds,3.78,72.97,Omadhoo Inn
654,Santa Isabel,BR,69.8,broken clouds,-23.32,-46.22,Chácara Sombra do Altíssimo
655,Ambon,ID,82.4,scattered clouds,-3.7,128.18,Swiss-Belhotel Ambon
656,Tarancon,ES,75.0,overcast clouds,40.01,-3.01,hotel castilla
657,Porto Novo,BJ,76.19,overcast clouds,6.5,2.6,Tour Eiffel Hotel Benin
658,Terra Rica,BR,76.08,few clouds,-22.71,-52.62,Victor Hotel
659,Lamar,US,80.6,broken clouds,33.67,-95.58,Kings Inn Paris TX
660,Seydi,TM,59.22,clear sky,39.48,62.91,Çagalar Dünýäsi
662,Plettenberg Bay,ZA,50.23,overcast clouds,-34.05,23.37,Thanda Vista B&B
663,Lamu,KE,77.0,scattered clouds,-2.27,40.9,Lamu House
664,Launceston,AU,57.2,scattered clouds,-41.45,147.17,Hotel Grand Chancellor Launceston
665,Ayagoz,KZ,55.99,overcast clouds,47.97,80.44,Gostinitsa Nur
667,Terrace Bay,CA,46.83,overcast clouds,48.78,-87.1,Drifters Motel & Restaurant
669,Northam,GB,62.01,overcast clouds,51.03,-4.22,Durrant House Hotel
670,Dunmanway,IE,60.01,fog,51.72,-9.12,Galvins On The Green B&B
671,Atikokan,CA,52.05,overcast clouds,48.76,-91.62,Camp Quetico
673,Bridlington,GB,62.01,mist,54.08,-0.19,Expanse Bridlington Seafront Hotel
674,Manica,FR,64.4,clear sky,49.0,-1.17,Gite Lily
675,Palmer,US,62.6,broken clouds,42.16,-72.33,Wedgewood Motel
676,Udachnyy,RU,46.4,clear sky,66.42,112.4,Gostinitsa Vilyuy
677,Chone,EC,72.88,overcast clouds,-0.68,-80.1,Velázquez's
678,Gaspe,CA,51.8,clear sky,48.83,-64.48,Rodeway Inn
679,Pafos,CY,71.6,clear sky,34.77,32.42,Elysium Hotel
680,Armidale,AU,59.0,clear sky,-30.52,151.65,Abbotsleigh Motor Inn
682,Gikongoro,RW,61.81,clear sky,-2.46,29.57,Ubumwe Center Kigeme Ltd
683,Tam Ky,VN,86.0,few clouds,15.57,108.48,Tam Ky Hotels - Tram Oanh Hotel
684,Banda Aceh,ID,80.8,overcast clouds,5.56,95.32,OYO 884 Rumoh PMI Hotel
