City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Savelugu,GH,2020-08-30 20:15:15,9.62,-0.83,76.41,84,100,3.24
303,Bay-Khaak,RU,2020-08-30 20:15:15,51.17,94.5,48.24,76,16,2.13
304,Charlestown,AU,2020-08-30 20:15:15,-32.95,151.67,62.01,59,32,11.01
305,Isla Mujeres,MX,2020-08-30 20:15:16,21.23,-86.73,89.6,66,40,16.11
306,Saint-Michel-Des-Saints,CA,2020-08-30 20:15:16,46.68,-73.92,58.78,63,74,8.01
307,Kathu,TH,2020-08-30 20:15:16,7.92,98.33,84.0,94,40,2.24
308,Norman Wells,CA,2020-08-30 20:15:17,65.28,-126.83,55.4,58,75,12.75
309,Litovko,RU,2020-08-30 20:15:17,49.24,135.17,50.94,83,100,0.65
310,Kapit,MY,2020-08-30 20:15:17,2.02,112.93,74.37,95,100,0.43
311,Opuwo,NA,2020-08-30 20:15:18,-18.06,13.84,54.05,39,0,2.82
312,Kloulklubed,PW,2020-08-30 20:15:18,7.04,134.26,75.2,94,75,4.7
313,Russell,US,2020-08-30 20:15:18,32.35,-85.2,91.99,70,40,3.36
314,Nicoya,CR,2020-08-30 20:15:19,10.15,-85.45,84.2,89,40,9.17
315,Port Hardy,CA,2020-08-30 20:15:19,50.7,-127.42,53.6,87,90,9.17
316,Duzce,TR,2020-08-30 20:15:19,40.84,31.16,74.55,49,0,1.45
317,Slavgorodskoye,RU,2020-08-30 20:15:20,53.02,78.64,61.34,75,0,4.12
318,Maceio,BR,2020-08-30 20:15:20,-9.67,-35.74,78.8,74,75,10.29
319,Ilulissat,GL,2020-08-30 20:15:21,69.22,-51.1,48.2,57,5,12.75
320,Ust-Ilimsk,RU,2020-08-30 20:15:21,58.0,102.66,50.58,85,54,3.65
321,Jalu,LY,2020-08-30 20:15:22,29.03,21.55,87.35,21,0,6.4
322,Bilibino,RU,2020-08-30 20:15:22,68.05,166.44,41.02,77,100,5.28
323,Cileunyi,ID,2020-08-30 20:15:22,-6.94,107.75,66.79,87,50,3.62
324,Maningrida,AU,2020-08-30 20:15:23,-12.07,134.27,73.53,83,97,10.71
325,Puerto Escondido,MX,2020-08-30 20:15:23,15.85,-97.07,86.0,58,20,4.7
326,Wadern,DE,2020-08-30 20:15:23,49.53,6.88,57.0,92,100,1.92
327,Pandan,PH,2020-08-30 20:15:24,14.05,124.17,82.11,77,100,12.62
328,Chumikan,RU,2020-08-30 20:15:24,54.72,135.31,48.43,73,100,5.95
329,Port Lincoln,AU,2020-08-30 20:15:24,-34.73,135.87,51.85,63,100,6.15
330,Urambo,TZ,2020-08-30 20:15:25,-5.07,32.05,76.86,30,62,4.12
331,Jose Bonifacio,BR,2020-08-30 20:15:25,-21.05,-49.69,93.2,13,0,5.82
332,Vanimo,PG,2020-08-30 20:15:25,-2.67,141.3,77.68,82,92,2.98
333,La Baule-Escoublac,FR,2020-08-30 20:15:26,47.29,-2.36,60.8,77,20,4.7
334,Kangaatsiaq,GL,2020-08-30 20:15:26,68.31,-53.46,44.78,78,0,12.82
335,Nishihara,JP,2020-08-30 20:15:26,26.18,127.76,84.2,83,75,13.87
336,Mgandu,TZ,2020-08-30 20:15:27,-5.95,34.13,65.44,39,0,8.68
337,Rudsar,IR,2020-08-30 20:15:27,37.14,50.29,71.6,88,15,1.66
338,Bereda,ES,2020-08-30 20:15:27,43.27,-7.54,55.99,85,3,5.01
339,Lucapa,AO,2020-08-30 20:15:28,-8.42,20.74,76.28,57,97,2.21
340,Gaoual,GN,2020-08-30 20:15:28,11.75,-13.2,75.15,94,100,4.79
341,Abatskoye,RU,2020-08-30 20:15:28,56.29,70.46,66.34,77,5,6.08
342,Sumenep,ID,2020-08-30 20:15:29,-7.02,113.87,78.03,72,97,10.85
343,Kampot,KH,2020-08-30 20:15:29,10.62,104.18,80.6,74,40,4.7
344,Omsukchan,RU,2020-08-30 20:15:29,62.53,155.8,40.89,82,0,3.04
345,Karasuk,RU,2020-08-30 20:15:30,53.74,78.04,60.57,78,0,6.13
346,Lasa,IT,2020-08-30 20:15:30,46.62,10.7,53.01,76,75,6.93
347,Oksbol,DK,2020-08-30 20:15:30,55.63,8.29,54.0,87,1,8.05
348,San Vicente,AR,2020-08-30 20:15:31,-26.62,-54.13,76.53,54,85,2.71
349,Sanchor,IN,2020-08-30 20:15:31,24.76,71.77,76.39,95,100,8.46
350,Japura,ID,2020-08-30 20:15:31,-0.32,102.35,73.76,95,98,2.39
351,Touros,BR,2020-08-30 20:15:31,-5.2,-35.46,82.4,58,0,13.87
352,Mount Isa,AU,2020-08-30 20:15:32,-20.73,139.5,68.0,40,0,4.7
353,Faya,SA,2020-08-30 20:15:32,18.39,42.45,77.0,33,31,11.41
354,Balad,IQ,2020-08-30 20:15:33,34.02,44.15,95.67,10,0,7.7
355,Adrar,MR,2020-08-30 20:15:33,20.5,-10.07,95.65,10,100,11.61
356,Herzberg,DE,2020-08-30 20:15:33,51.69,13.22,59.0,93,75,6.93
357,Chama,CH,2020-08-30 20:15:34,47.18,8.46,53.01,93,90,2.57
358,Fairbanks,US,2020-08-30 20:13:17,64.84,-147.72,61.0,51,1,5.82
359,Clyde River,CA,2020-08-30 20:15:34,70.47,-68.59,48.2,87,40,13.87
360,Pacific Grove,US,2020-08-30 20:15:34,36.62,-121.92,73.0,68,20,8.05
361,Codrington,AU,2020-08-30 20:15:35,-38.27,141.97,45.45,76,52,10.58
362,Otane,NZ,2020-08-30 20:15:35,-39.88,176.63,54.0,73,12,8.99
363,Tiksi,RU,2020-08-30 20:15:35,71.69,128.87,40.75,89,8,7.74
364,Farafangana,MG,2020-08-30 20:15:35,-22.82,47.83,68.68,88,0,8.57
365,Nyurba,RU,2020-08-30 20:15:36,63.28,118.33,51.37,84,63,4.68
366,Dapdap,PH,2020-08-30 20:15:36,12.06,125.49,79.95,83,97,6.06
367,Fortuna,US,2020-08-30 20:15:36,40.6,-124.16,70.0,52,20,14.99
368,Ushibuka,JP,2020-08-30 20:15:37,32.19,130.02,81.36,79,0,4.5
369,Hambantota,LK,2020-08-30 20:15:37,6.12,81.12,80.29,80,95,15.43
370,Arrifes,PT,2020-08-30 20:15:37,37.77,-25.7,77.0,83,40,8.05
371,Manta,EC,2020-08-30 20:15:38,-0.95,-80.73,82.4,69,40,10.29
372,Egvekinot,RU,2020-08-30 20:15:38,66.32,-179.17,41.22,72,57,19.53
373,Cabedelo,BR,2020-08-30 20:15:38,-6.98,-34.83,80.6,65,66,16.11
374,Puerto Penasco,MX,2020-08-30 20:15:36,31.32,-113.53,87.01,82,22,23.0
375,Nalvo,PH,2020-08-30 20:15:39,16.81,120.51,72.99,86,40,2.86
376,Ancud,CL,2020-08-30 20:15:39,-41.87,-73.82,53.01,94,82,7.0
377,Lakhdenpokhya,RU,2020-08-30 20:15:39,61.52,30.2,55.0,78,96,11.18
378,Barth,DE,2020-08-30 20:15:40,54.36,12.72,64.0,82,75,4.7
379,Oum Hadjer,TD,2020-08-30 20:15:40,13.3,19.7,75.36,86,94,7.14
380,Torbay,CA,2020-08-30 20:15:40,47.67,-52.73,68.0,94,90,20.8
381,Along,IN,2020-08-30 20:15:41,28.17,94.77,71.89,89,100,1.39
382,Moussoro,TD,2020-08-30 20:15:41,13.64,16.49,85.42,55,49,7.34
383,Hrodna,BY,2020-08-30 20:15:41,53.69,23.83,58.89,97,100,8.3
384,Colesberg,ZA,2020-08-30 20:15:41,-30.72,25.1,35.85,72,0,12.21
385,Tautira,PF,2020-08-30 20:15:42,-17.73,-149.15,80.6,61,20,5.82
386,Vagay,RU,2020-08-30 20:15:42,57.94,69.02,66.74,79,75,7.02
387,Glenwood Springs,US,2020-08-30 20:15:42,39.55,-107.32,73.99,38,90,5.82
388,Dunedin,NZ,2020-08-30 20:15:43,-45.87,170.5,55.0,44,100,5.99
389,Bela,IN,2020-08-30 20:15:43,25.93,81.98,80.78,80,0,4.54
390,Skelleftea,SE,2020-08-30 20:15:43,64.75,20.95,53.01,100,98,2.24
391,Hienghene,NC,2020-08-30 20:15:44,-20.68,164.93,65.62,73,35,8.88
392,Hervey Bay,AU,2020-08-30 20:15:44,-25.3,152.85,57.99,82,40,4.7
393,Mattru,SL,2020-08-30 20:15:44,7.62,-11.83,73.06,95,100,4.0
394,Lima,PE,2020-08-30 20:12:25,-12.04,-77.03,62.6,72,90,6.93
395,Mokhsogollokh,RU,2020-08-30 20:12:08,61.47,128.92,52.77,97,83,3.51
396,Raudeberg,NO,2020-08-30 20:15:45,61.99,5.14,53.01,73,0,15.32
397,Dzaoudzi,YT,2020-08-30 20:15:45,-12.79,45.27,75.2,78,6,8.05
398,Labuhan,ID,2020-08-30 20:15:45,-6.88,112.21,76.28,80,99,7.07
399,Doha,QA,2020-08-30 20:15:46,25.29,51.53,95.0,56,1,4.7
400,Kalevala,RU,2020-08-30 20:15:46,65.2,31.17,48.58,75,56,2.19
401,Zhigansk,RU,2020-08-30 20:15:46,66.77,123.37,48.31,95,100,9.33
402,Olafsvik,IS,2020-08-30 20:15:47,64.89,-23.71,52.83,92,100,25.12
403,Sao Jose Da Coroa Grande,BR,2020-08-30 20:15:47,-8.9,-35.15,76.57,82,7,12.66
404,Gasa,PS,2020-08-30 20:15:47,31.5,34.47,84.2,79,75,5.82
405,Outjo,NA,2020-08-30 20:15:47,-20.12,16.15,51.49,37,0,3.58
406,Uzhur,RU,2020-08-30 20:15:48,55.3,89.83,50.97,93,61,1.97
407,Srednekolymsk,RU,2020-08-30 20:15:48,67.45,153.68,40.23,85,1,6.6
408,Caravelas,BR,2020-08-30 20:15:48,-17.71,-39.25,75.61,77,0,7.52
409,Pak Phanang,TH,2020-08-30 20:15:49,8.35,100.2,81.1,78,21,7.49
410,Churapcha,RU,2020-08-30 20:15:49,62.0,132.43,53.17,97,100,3.89
411,Sur,OM,2020-08-30 20:15:49,22.57,59.53,84.49,65,98,10.42
412,Cantagallo,CO,2020-08-30 20:15:49,7.38,-73.92,86.0,62,75,2.24
413,Xining,CN,2020-08-30 20:15:50,36.62,101.77,48.34,82,42,1.45
414,Lebedinyy,RU,2020-08-30 20:12:09,58.52,125.52,49.77,79,100,8.41
415,Morondava,MG,2020-08-30 20:15:50,-20.28,44.28,74.05,87,0,11.79
416,Raga,SS,2020-08-30 20:15:51,8.46,25.68,71.87,93,100,1.74
417,Noumea,NC,2020-08-30 20:15:51,-22.28,166.46,55.4,82,20,2.24
418,Urumqi,CN,2020-08-30 20:15:51,43.8,87.6,66.2,48,0,6.71
419,Fiche,ET,2020-08-30 20:15:52,9.8,38.73,49.57,92,56,2.19
420,Ostrovnoy,RU,2020-08-30 20:15:52,68.05,39.51,45.12,87,51,7.87
421,Hope,US,2020-08-30 20:15:52,33.67,-93.59,89.01,61,82,5.3
422,Arroyo,ES,2020-08-30 20:15:53,41.61,-4.8,61.0,47,0,9.17
423,Shache,CN,2020-08-30 20:15:53,38.42,77.24,65.59,35,80,7.25
424,Taltal,CL,2020-08-30 20:15:53,-25.4,-70.48,59.88,66,100,6.24
425,Zaraza,VE,2020-08-30 20:15:53,9.35,-65.32,82.27,88,100,1.59
426,Lesogorsk,RU,2020-08-30 20:15:54,56.05,99.51,52.45,86,98,1.79
427,Launceston,AU,2020-08-30 20:13:19,-41.45,147.17,43.0,60,11,12.75
428,Gigmoto,PH,2020-08-30 20:15:54,13.78,124.39,81.36,78,100,6.51
429,Saint Anthony,US,2020-08-30 20:15:54,45.02,-93.22,77.0,44,20,12.75
430,Sobolevo,RU,2020-08-30 20:15:55,54.43,31.9,66.72,82,0,11.36
431,Vozhega,RU,2020-08-30 20:15:55,60.47,40.22,51.1,98,100,3.06
432,Surt,LY,2020-08-30 20:15:55,31.21,16.59,80.15,75,0,13.82
433,Morar,IN,2020-08-30 20:15:56,26.23,78.23,77.63,82,3,8.81
434,Alzey,DE,2020-08-30 20:15:56,49.75,8.12,61.0,81,100,8.05
435,Qaqortoq,GL,2020-08-30 20:15:56,60.72,-46.03,57.2,50,75,2.24
436,Genhe,CN,2020-08-30 20:15:56,50.78,121.52,51.51,95,100,4.07
437,Marovoay,MG,2020-08-30 20:15:57,-16.1,46.63,71.6,83,20,4.7
438,Pointe Michel,DM,2020-08-30 20:15:57,15.25,-61.38,82.4,88,75,5.82
439,Kingman,US,2020-08-30 20:15:58,35.19,-114.05,96.01,31,1,19.46
440,Tshikapa,CD,2020-08-30 20:15:58,-6.42,20.8,79.66,63,0,3.36
441,Xichang,CN,2020-08-30 20:15:58,27.9,102.26,66.33,83,100,2.89
442,Latung,PH,2020-08-30 20:15:59,5.5,120.88,83.26,72,99,4.12
443,Takahagi,JP,2020-08-30 20:15:59,36.72,140.72,77.0,79,99,11.5
444,Baton Rouge,US,2020-08-30 20:15:48,30.45,-91.15,95.0,59,75,9.17
445,Praya,CV,2020-08-30 20:15:05,14.92,-23.51,82.4,78,75,12.75
446,Armidale,AU,2020-08-30 20:16:00,-30.52,151.65,41.61,86,0,6.08
447,Ust-Koksa,RU,2020-08-30 20:16:00,50.27,85.61,45.01,76,0,0.11
448,Dolores,AR,2020-08-30 20:16:01,-36.31,-57.68,53.67,51,0,10.13
449,Aktash,RU,2020-08-30 20:16:01,50.3,87.73,34.75,89,0,0.51
450,Iquique,CL,2020-08-30 20:15:24,-20.22,-70.14,62.6,59,75,11.41
451,Carros,FR,2020-08-30 20:16:02,43.79,7.18,73.4,40,27,9.17
452,Fort Dix,US,2020-08-30 20:12:54,40.03,-74.62,81.0,44,40,14.99
453,Pozo Colorado,PY,2020-08-30 20:16:02,-23.49,-58.8,82.2,50,100,9.17
454,Lodwar,KE,2020-08-30 20:16:02,3.12,35.6,88.84,31,23,5.26
455,Olinda,BR,2020-08-30 20:16:03,-8.01,-34.86,78.8,74,75,11.41
456,Revda,RU,2020-08-30 20:16:03,56.8,59.93,62.6,82,67,2.24
457,Pangoa,PE,2020-08-30 20:16:03,-12.12,-73.0,89.42,37,99,5.66
458,Hami,CN,2020-08-30 20:16:04,42.8,93.45,69.1,24,0,6.44
459,Vostok,RU,2020-08-30 20:16:04,46.49,135.88,47.25,82,100,3.8
460,Mantua,IT,2020-08-30 20:16:04,45.17,10.78,68.0,69,75,1.99
461,Ponta Delgada,PT,2020-08-30 20:15:25,37.73,-25.67,77.0,83,40,8.05
462,Marysville,US,2020-08-30 20:16:05,48.05,-122.18,73.0,52,20,3.36
463,Xiaoweizhai,CN,2020-08-30 20:16:05,26.19,107.51,68.13,88,1,1.07
464,Mount Gambier,AU,2020-08-30 20:16:05,-37.83,140.77,37.4,93,85,5.82
465,Roebourne,AU,2020-08-30 20:16:06,-20.78,117.13,72.07,43,0,2.89
466,Beisfjord,NO,2020-08-30 20:16:06,68.38,17.6,44.6,87,75,5.82
467,San Cristobal,VE,2020-08-30 20:16:06,7.77,-72.22,86.0,58,75,16.11
468,Maamba,ZM,2020-08-30 20:16:07,-17.37,27.15,73.63,43,0,7.07
469,Tibu,CO,2020-08-30 20:15:31,8.64,-72.74,88.93,54,47,3.78
470,Khandyga,RU,2020-08-30 20:16:07,62.67,135.6,48.52,93,100,5.77
471,Coquimbo,CL,2020-08-30 20:16:07,-29.95,-71.34,59.0,67,0,14.99
472,Carutapera,BR,2020-08-30 20:16:08,-1.2,-46.02,83.07,65,67,12.91
473,Flinders,AU,2020-08-30 20:16:08,-34.58,150.86,59.0,81,23,1.01
474,Bath,GB,2020-08-30 20:13:41,51.38,-2.36,55.99,71,100,3.0
475,Srivardhan,IN,2020-08-30 20:16:09,18.03,73.02,79.54,87,100,8.79
476,Hovd,MN,2020-08-30 20:16:09,48.01,91.64,53.73,55,1,2.39
477,Senneterre,CA,2020-08-30 20:16:09,48.38,-77.23,62.6,55,40,11.41
478,Marrakesh,MA,2020-08-30 20:15:18,31.63,-8.01,84.2,28,20,10.29
479,Pasighat,IN,2020-08-30 20:16:10,28.07,95.33,76.93,77,99,2.06
480,Camana,PE,2020-08-30 20:16:10,-16.62,-72.71,60.01,79,100,6.42
481,Tres Picos,MX,2020-08-30 20:16:10,15.87,-93.53,87.76,57,64,5.82
482,Lorengau,PG,2020-08-30 20:16:11,-2.02,147.27,81.28,80,6,10.09
483,San Carlos De Bariloche,AR,2020-08-30 20:13:24,-41.15,-71.31,48.2,42,43,29.97
484,Tsabong,BW,2020-08-30 20:16:11,-26.02,22.4,41.94,47,0,9.13
485,Miles City,US,2020-08-30 20:16:12,46.41,-105.84,53.6,66,90,13.87
486,Nokaneng,BW,2020-08-30 20:16:12,-19.67,22.27,63.55,26,0,10.49
487,Calama,CL,2020-08-30 20:16:12,-22.47,-68.93,69.8,9,100,21.92
488,Manturovo,RU,2020-08-30 20:16:12,58.34,44.76,56.3,97,100,6.13
489,Dicabisagan,PH,2020-08-30 20:16:13,17.08,122.42,78.15,82,98,4.32
490,Riyadh,SA,2020-08-30 20:16:13,24.69,46.72,87.8,23,39,1.86
491,Bilyayivka,UA,2020-08-30 20:16:13,46.48,30.22,68.0,82,0,4.65
492,Christchurch,NZ,2020-08-30 20:13:15,-43.53,172.63,55.0,73,59,1.12
493,Uruzgan,AF,2020-08-30 20:16:14,32.83,66.0,60.96,29,0,0.63
494,Mersing,MY,2020-08-30 20:14:42,2.43,103.84,73.4,100,97,3.36
495,Alice Springs,AU,2020-08-30 20:16:14,-23.7,133.88,55.4,50,0,6.93
496,Tefe,BR,2020-08-30 20:16:15,-3.35,-64.71,86.0,70,75,6.93
497,Arman,RU,2020-08-30 20:16:15,59.7,150.17,46.69,61,0,3.83
498,Talakan,RU,2020-08-30 20:12:07,50.32,130.37,54.66,74,100,7.76
499,Pimentel,PE,2020-08-30 20:16:16,-6.84,-79.93,69.8,60,93,19.46
500,Sao Sebastiao,BR,2020-08-30 20:16:16,-23.76,-45.41,75.43,68,0,5.68
501,Fairview,US,2020-08-30 20:16:14,40.81,-74.0,82.0,44,75,9.17
502,Shelburne,CA,2020-08-30 20:14:43,44.08,-80.2,72.0,52,20,11.41
503,Samarai,PG,2020-08-30 20:16:17,-10.62,150.67,78.69,87,98,18.95
504,Havelock,US,2020-08-30 20:16:17,34.88,-76.9,89.6,52,1,6.93
505,High Level,CA,2020-08-30 20:16:17,58.52,-117.14,55.4,54,20,13.87
506,Praia Da Vitoria,PT,2020-08-30 20:16:18,38.73,-27.07,82.4,74,75,5.14
507,Grants,US,2020-08-30 20:16:18,35.15,-107.85,82.4,23,40,10.29
508,Ust-Tsilma,RU,2020-08-30 20:16:18,65.44,52.15,52.63,97,100,4.9
509,Alofi,NU,2020-08-30 20:16:18,-19.06,-169.92,75.2,83,71,12.75
510,Leshukonskoye,RU,2020-08-30 20:16:19,64.9,45.76,50.5,95,100,6.93
511,Antofagasta,CL,2020-08-30 20:16:19,-23.65,-70.4,59.0,67,75,14.99
512,Mihijam,IN,2020-08-30 20:16:19,23.85,86.88,82.99,71,100,3.09
513,Sartell,US,2020-08-30 20:16:20,45.62,-94.21,75.2,47,40,14.99
514,Aneho,TG,2020-08-30 20:16:20,6.23,1.6,77.0,88,20,11.41
515,Itarema,BR,2020-08-30 20:16:20,-2.92,-39.92,81.75,65,0,22.12
516,Port Macquarie,AU,2020-08-30 20:16:21,-31.43,152.92,45.0,100,0,1.12
517,Puerto Baquerizo Moreno,EC,2020-08-30 20:16:21,-0.9,-89.6,73.4,69,75,19.46
518,Lethem,GY,2020-08-30 20:16:21,3.38,-59.8,82.09,76,100,4.76
519,Phan Thiet,VN,2020-08-30 20:16:22,10.93,108.1,78.06,87,39,7.2
520,Carlsbad,US,2020-08-30 20:14:47,33.16,-117.35,81.0,64,1,10.29
521,Ahmadpur East,PK,2020-08-30 20:16:22,29.14,71.26,92.48,44,42,9.48
522,Emborion,GR,2020-08-30 20:16:22,40.48,21.55,71.6,37,0,6.93
523,Trelew,AR,2020-08-30 20:16:23,-43.25,-65.31,52.65,45,50,20.56
524,Makakilo City,US,2020-08-30 20:16:23,21.35,-158.09,84.2,51,1,10.29
525,Khani,GE,2020-08-30 20:16:23,41.96,42.96,68.0,94,0,3.36
526,Port Said,EG,2020-08-30 20:16:24,31.26,32.28,82.4,83,0,5.82
527,Salinas,US,2020-08-30 20:12:34,36.68,-121.66,73.0,60,1,6.93
528,Alta Floresta,BR,2020-08-30 20:16:24,-9.88,-56.09,96.24,24,62,2.19
529,Namibe,AO,2020-08-30 20:16:24,-15.2,12.15,62.73,70,0,7.4
530,Sinazongwe,ZM,2020-08-30 20:16:25,-17.26,27.46,78.94,44,0,14.97
531,Ramanagaram,IN,2020-08-30 20:16:25,12.72,77.3,69.8,100,90,2.24
532,Bouna,CI,2020-08-30 20:16:25,9.27,-3.0,73.47,90,24,3.49
533,Masuda,JP,2020-08-30 20:16:26,34.67,131.85,82.4,74,20,5.82
534,Marsh Harbour,BS,2020-08-30 20:16:26,26.54,-77.06,85.86,67,100,7.76
535,Forbes,AU,2020-08-30 20:16:26,-33.38,148.02,48.0,85,0,5.75
536,Nizwa,OM,2020-08-30 20:16:27,22.93,57.53,88.36,38,8,4.36
537,Richards Bay,ZA,2020-08-30 20:16:27,-28.78,32.04,58.33,76,100,12.1
538,Corn Island,NI,2020-08-30 20:16:28,12.17,-83.04,83.77,76,1,10.98
539,Zeya,RU,2020-08-30 20:16:28,53.75,127.27,53.71,92,100,4.45
540,Saint-Pierre,RE,2020-08-30 20:16:28,-21.34,55.48,66.2,77,2,5.82
541,Grindavik,IS,2020-08-30 20:16:28,63.84,-22.43,51.8,100,90,31.09
542,Funadhoo,MV,2020-08-30 20:16:29,6.15,73.27,82.45,75,3,8.28
543,Nortelandia,BR,2020-08-30 20:16:29,-14.45,-56.8,104.63,10,0,2.64
544,Severo-Yeniseyskiy,RU,2020-08-30 20:16:29,60.37,93.04,45.41,96,0,2.42
545,Mendi,PG,2020-08-30 20:16:30,-6.18,143.65,49.96,94,39,3.6
546,Laguna,US,2020-08-30 20:14:43,38.42,-121.42,84.99,35,1,6.93
547,San Francisco,US,2020-08-30 20:11:39,37.77,-122.42,68.0,68,75,9.17
548,Cusuna,HN,2020-08-30 20:16:30,15.85,-85.23,90.52,51,0,11.72
549,Vaitape,PF,2020-08-30 20:16:30,-16.52,-151.75,77.9,74,16,22.08
550,Barentu,ER,2020-08-30 20:16:31,15.11,37.59,69.64,89,95,5.88
551,Pangody,RU,2020-08-30 20:16:31,65.85,74.49,42.17,87,1,8.95
552,Malinovoye Ozero,RU,2020-08-30 20:16:31,51.68,79.78,61.79,77,0,5.86
553,Avera,US,2020-08-30 20:16:32,33.19,-82.53,91.99,63,1,5.82
554,Mitu,CO,2020-08-30 20:16:32,1.2,-70.17,87.24,58,89,2.44
555,Abu Samrah,SY,2020-08-30 20:16:32,35.3,37.18,81.68,22,0,6.4
556,Belyy Yar,RU,2020-08-30 20:16:33,53.6,91.39,50.0,93,2,3.67
557,Tonj,SS,2020-08-30 20:16:33,7.27,28.68,72.19,91,100,2.1
558,Cockburn Town,TC,2020-08-30 20:16:33,21.46,-71.14,87.8,58,40,11.41
559,Koumac,NC,2020-08-30 20:16:33,-20.57,164.28,64.83,77,6,5.12
560,Puerto Carreno,CO,2020-08-30 20:16:34,6.19,-67.49,82.4,74,40,6.93
561,Mysliborz,PL,2020-08-30 20:16:34,52.92,14.87,62.01,92,100,1.01
562,Bom Jesus,BR,2020-08-30 20:16:34,-9.07,-44.36,93.43,24,47,7.85
